1	1	870000
1	1230001	1290000
1	1350001	1380000
1	1560001	1680000
1	1800001	1830000
1	2580001	2700000
1	3390001	3420000
1	3840001	3990000
1	8280001	8340000
1	9840001	9870000
1	12840001	13770000
1	16170001	16200000
1	16230001	16260000
1	16680001	16710000
1	16830001	17280000
1	21210001	21240000
1	22320001	22350000
1	23880001	23910000
1	24270001	24360000
1	24510001	24540000
1	25590001	25740000
1	27810001	27840000
1	28350001	28380000
1	28950001	28980000
1	29010001	29040000
1	29880001	30030000
1	32970001	33000000
1	35100001	35130000
1	36450001	36480000
1	36690001	36720000
1	40950001	40980000
1	42750001	42780000
1	52200001	52230000
1	52710001	52740000
1	55080001	55110000
1	62100001	62130000
1	63060001	63090000
1	72750001	72810000
1	81390001	81420000
1	84630001	84660000
1	87060001	87120000
1	98190001	98220000
1	103770001	104010000
1	104100001	104310000
1	105990001	106260000
1	108780001	108840000
1	108930001	109020000
1	110220001	110250000
1	110610001	110760000
1	110820001	110880000
1	110910001	111720000
1	111750001	111900000
1	111930001	111990000
1	112050001	112500000
1	112530001	112860000
1	112890001	112980000
1	113010001	113040000
1	113070001	113430000
1	113490001	113730000
1	113760001	114150000
1	114180001	114210000
1	114240001	114330000
1	114360001	114540000
1	114570001	114660000
1	114690001	114900000
1	114930001	115140000
1	115170001	115590000
1	115620001	115770000
1	120090001	120150000
1	120540001	120630000
1	120690001	120750000
1	120780001	120810000
1	120840001	120900000
1	120930001	121110000
1	121350001	121470000
1	121500001	142770000
1	142800001	143730000
1	143760001	144000000
1	144030001	144510000
1	144600001	144810000
1	145140001	145170000
1	145320001	145380000
1	145770001	145800000
1	145830001	146460000
1	147420001	147720000
1	147810001	148170000
1	148200001	148230000
1	148260001	148500000
1	148590001	149640000
1	149790001	149850000
1	151050001	151080000
1	151320001	151410000
1	152160001	152190000
1	152220001	152280000
1	152550001	152610000
1	153840001	153870000
1	154080001	154110000
1	155370001	155400000
1	155490001	155550000
1	155880001	155910000
1	160560001	160590000
1	161400001	161430000
1	161490001	161640000
1	169230001	169260000
1	175050001	175080000
1	184830001	184860000
1	184890001	184920000
1	184950001	184980000
1	189330001	189540000
1	190260001	190290000
1	194430001	194460000
1	195420001	195450000
1	196710001	196920000
1	197550001	197580000
1	198600001	198630000
1	198690001	198720000
1	198870001	198900000
1	205920001	206130000
1	206280001	206310000
1	206340001	206490000
1	206550001	206580000
1	207690001	207750000
1	210060001	210090000
1	213000001	213030000
1	215370001	215400000
1	215490001	215520000
1	223710001	223800000
1	224190001	224220000
1	226440001	226470000
1	228720001	228780000
1	229800001	229830000
1	234900001	234930000
1	235200001	235230000
1	235410001	235440000
1	235950001	235980000
1	236250001	236280000
1	241350001	241380000
1	241560001	241590000
1	245160001	245190000
1	248580001	248820000
1	248910001	249060000
1	249180001	249270000
2	1	30000
2	300001	840000
2	900001	960000
2	1590001	1620000
2	3540001	3570000
2	5010001	5130000
2	9960001	9990000
2	16260001	16320000
2	19200001	19230000
2	21150001	21180000
2	23970001	24000000
2	24600001	24630000
2	25200001	25230000
2	26340001	26370000
2	33120001	33150000
2	34710001	34740000
2	34860001	34890000
2	35970001	36000000
2	36330001	36360000
2	37950001	38010000
2	40920001	40950000
2	41220001	41250000
2	49230001	49260000
2	49530001	49560000
2	51870001	51900000
2	52740001	52800000
2	54180001	54210000
2	59610001	59640000
2	72240001	72270000
2	74010001	74040000
2	77970001	78000000
2	79320001	79350000
2	86820001	86850000
2	86940001	86970000
2	87120001	88290000
2	89280001	89370000
2	89490001	89520000
2	89550001	91650000
2	91680001	91740000
2	91830001	91860000
2	91980001	92010000
2	92070001	92100000
2	92130001	92250000
2	92280001	95340000
2	96090001	96150000
2	96270001	96330000
2	96600001	96630000
2	96690001	96750000
2	97770001	97830000
2	97860001	98010000
2	98040001	98190000
2	98220001	98250000
2	106860001	106890000
2	107010001	107070000
2	108450001	108540000
2	110100001	110250000
2	110490001	111390000
2	112080001	112110000
2	112140001	112200000
2	112290001	112350000
2	112470001	112590000
2	113130001	113160000
2	114180001	114270000
2	114300001	114330000
2	114360001	114390000
2	116520001	116670000
2	124050001	124080000
2	126420001	126450000
2	129630001	129660000
2	130800001	130890000
2	131160001	131340000
2	131400001	131460000
2	132000001	132060000
2	132210001	132240000
2	132510001	132570000
2	132810001	132840000
2	143340001	143370000
2	146850001	146880000
2	149130001	149160000
2	149700001	149790000
2	152430001	152460000
2	155700001	155730000
2	159720001	159750000
2	162120001	162150000
2	163200001	163230000
2	170400001	170430000
2	172980001	173010000
2	177240001	177270000
2	180060001	180090000
2	182370001	182400000
2	185040001	185070000
2	185880001	185910000
2	189120001	189150000
2	194580001	194640000
2	194670001	194700000
2	195090001	195120000
2	209760001	209790000
2	213030001	213060000
2	229260001	229290000
2	232680001	232710000
2	233190001	233310000
2	234000001	234060000
2	239790001	239820000
2	240780001	240810000
2	242940001	242970000
2	243060001	243210000
3	1	60000
3	210001	240000
3	1680001	1710000
3	3960001	4020000
3	5520001	5550000
3	20310001	20340000
3	20970001	21000000
3	25680001	25710000
3	26430001	26460000
3	32100001	32130000
3	47490001	47520000
3	48150001	48180000
3	49470001	49500000
3	50790001	50850000
3	51540001	51570000
3	53010001	53040000
3	56610001	56640000
3	65190001	65220000
3	66180001	66270000
3	68610001	68640000
3	73140001	73170000
3	75570001	75840000
3	77820001	77850000
3	81150001	81180000
3	89520001	89550000
3	90390001	90420000
3	90450001	90480000
3	90510001	93510000
3	94500001	94530000
3	98400001	98430000
3	101970001	102000000
3	102930001	102960000
3	103170001	103200000
3	111240001	111270000
3	124980001	125010000
3	128370001	128400000
3	129060001	129090000
3	129750001	129810000
3	131700001	131730000
3	131970001	132000000
3	136020001	136050000
3	141690001	141720000
3	146370001	146400000
3	147990001	148020000
3	151980001	152010000
3	152040001	152070000
3	152160001	152190000
3	155490001	155520000
3	162210001	162240000
3	162510001	162630000
3	162720001	162750000
3	164100001	164130000
3	175740001	175770000
3	189360001	189390000
3	191940001	192000000
3	192870001	192900000
3	193110001	193140000
3	195210001	195240000
3	195330001	195480000
3	195510001	195540000
3	195660001	195720000
3	196920001	196950000
3	197340001	197400000
3	197820001	198030000
4	1	60000
4	90001	210000
4	1410001	1470000
4	2520001	2580000
4	3420001	3450000
4	3990001	4020000
4	4110001	4170000
4	4470001	4500000
4	8610001	8640000
4	8790001	8820000
4	8940001	9480000
4	9600001	9630000
4	10200001	10230000
4	10380001	10410000
4	11010001	11070000
4	31800001	31830000
4	32400001	32430000
4	32820001	32850000
4	34770001	34830000
4	39900001	40110000
4	42750001	42780000
4	45780001	45810000
4	49080001	52680000
4	58230001	58260000
4	59730001	59790000
4	59940001	59970000
4	60180001	60210000
4	61320001	61350000
4	62130001	62160000
4	63660001	63690000
4	64140001	64170000
4	64500001	64530000
4	64680001	64710000
4	68250001	68280000
4	69360001	69510000
4	70110001	70230000
4	70470001	70500000
4	71220001	71250000
4	75270001	75330000
4	75420001	75510000
4	78270001	78300000
4	93510001	93780000
4	93840001	93870000
4	98160001	98190000
4	105180001	105210000
4	107040001	107070000
4	107700001	107730000
4	112800001	112830000
4	115170001	115200000
4	115500001	115530000
4	115800001	115830000
4	116160001	116190000
4	116460001	116490000
4	116640001	116700000
4	118290001	118320000
4	119520001	119550000
4	120240001	120270000
4	120330001	120360000
4	122280001	122310000
4	123090001	123150000
4	123240001	123270000
4	132630001	132690000
4	137550001	137610000
4	138090001	138120000
4	144780001	145050000
4	145080001	145350000
4	146910001	146940000
4	151410001	151440000
4	153270001	153300000
